Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,PUT /api/v1/update/Location,146245,417,76,136.7491217535978,5.1069369073957205,3866.6631010128185,606.3692092037335,121.92938826516077,0.3476669623342476,76,110,130,160,290,460,740,1000,2300,3400,3900
,Aggregated,146245,417,76,136.7491217535978,5.1069369073957205,3866.6631010128185,606.3692092037335,121.92938826516077,0.3476669623342476,76,110,130,160,290,460,740,1000,2300,3400,3900
