Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,63997,261,1300,1694.5985309440937,14.701808002428152,9810.361480005668,5429.911839617482,53.38666303985456,0.21772769119493166,1300,2100,2500,2800,3900,4900,6200,7400,9400,9800,9800
,Aggregated,63997,261,1300,1694.5985309440937,14.701808002428152,9810.361480005668,5429.911839617482,53.38666303985456,0.21772769119493166,1300,2100,2500,2800,3900,4900,6200,7400,9400,9800,9800
