Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,33559,18,63,139.3496935162526,9.790010000870097,4966.154910998739,14515.294526058584,28.127418288897132,0.015086669126021288,63,110,150,180,280,380,1000,1400,4400,5000,5000
PUT,PUT /api/v1/update/AdverseEvent,33541,341,11000,11958.720349202014,42.87756499979878,39090.3197660009,1596.217673891655,28.112331619771112,0.2858085651096255,11000,18000,22000,24000,27000,31000,33000,34000,39000,39000,39000
,Aggregated,67100,359,140,6047.449710838995,9.790010000870097,39090.3197660009,8057.488912071535,56.239749908668244,0.3008952342356468,140,1100,11000,15000,24000,27000,32000,33000,36000,39000,39000
