Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,149673,849,19,20.650821805601815,2.290917094796896,1078.096585930325,4737.867410955884,124.79059171513921,0.7078578792845283,19,22,24,25,30,36,45,52,100,530,1100
,Aggregated,149673,849,19,20.650821805601815,2.290917094796896,1078.096585930325,4737.867410955884,124.79059171513921,0.7078578792845283,19,22,24,25,30,36,45,52,100,530,1100
