Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,37891,0,28,28.62256017165424,9.901682031340897,1083.9846569579095,14523.0,31.59259128902454,0.0,28,29,30,31,35,38,42,46,120,530,1100
,Aggregated,37891,0,28,28.62256017165424,9.901682031340897,1083.9846569579095,14523.0,31.59259128902454,0.0,28,29,30,31,35,38,42,46,120,530,1100
