Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,PUT /api/v1/update/Location,74912,0,48,65.47665571453109,20.24065307341516,1208.6313229519874,608.0003871208885,62.46215578668676,0.0,48,64,76,85,120,160,220,270,580,1100,1200
,Aggregated,74912,0,48,65.47665571453109,20.24065307341516,1208.6313229519874,608.0003871208885,62.46215578668676,0.0,48,64,76,85,120,160,220,270,580,1100,1200
