Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/retrieve/Observation?_id=ltc-observation-blood-pressure-example,20766,5368,22000,25476.19905028969,23.915844998555258,60393.629729995155,1159.6269864201097,17.319220017998138,4.477009200453337,22000,35000,41000,46000,51000,57000,60000,60000,60000,60000,60000
,Aggregated,20766,5368,22000,25476.19905028969,23.915844998555258,60393.629729995155,1159.6269864201097,17.319220017998138,4.477009200453337,22000,35000,41000,46000,51000,57000,60000,60000,60000,60000,60000
