Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,PUT /api/v1/update/AdverseEvent,80466,266,2500,4274.001759393233,5.3058050107210875,30652.748091029935,1576.8896801133399,67.08012935551425,0.22174973788391109,2500,5000,7000,8200,11000,13000,16000,19000,27000,31000,31000
,Aggregated,80466,266,2500,4274.001759393233,5.3058050107210875,30652.748091029935,1576.8896801133399,67.08012935551425,0.22174973788391109,2500,5000,7000,8200,11000,13000,16000,19000,27000,31000,31000
