Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,37895,0,26,26.41374412905926,9.213101002387702,568.5617560520768,8507.0,31.599136654580487,0.0,26,27,27,28,32,34,38,42,95,470,570
,Aggregated,37895,0,26,26.41374412905926,9.213101002387702,568.5617560520768,8507.0,31.599136654580487,0.0,26,27,27,28,32,34,38,42,95,470,570
