Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,PUT /api/v1/update/MedicationAdministration,74887,218,60,68.18923224880864,5.552225047722459,1114.6575630409643,1166.6988662918798,62.43841291077924,0.18176150753201323,60,72,82,89,110,130,160,190,290,660,1100
,Aggregated,74887,218,60,68.18923224880864,5.552225047722459,1114.6575630409643,1166.6988662918798,62.43841291077924,0.18176150753201323,60,72,82,89,110,130,160,190,290,660,1100
