Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,149542,939,22,24.534670816089708,1.8980689346790314,1099.366238922812,8454.56891040644,124.65108604883923,0.7827056599474398,22,26,29,31,37,45,57,68,150,610,1100
,Aggregated,149542,939,22,24.534670816089708,1.8980689346790314,1099.366238922812,8454.56891040644,124.65108604883923,0.7827056599474398,22,26,29,31,37,45,57,68,150,610,1100
