Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,PUT /api/v1/update/Procedure,74814,250,69,78.02180759246028,4.9745290307328105,1094.3697169423103,677.8483839923009,62.361668382474434,0.20838903274278356,69,84,95,100,130,150,180,200,360,660,1100
,Aggregated,74814,250,69,78.02180759246028,4.9745290307328105,1094.3697169423103,677.8483839923009,62.361668382474434,0.20838903274278356,69,84,95,100,130,150,180,200,360,660,1100
