Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/retrieve/Observation?_id=884eba7072f048caaa6834f66bb74bbe3046640b03df009cf6d3e0c0,1,0,9676.186443000915,9676.186443000915,9676.186443000915,9676.186443000915,1549.0,0.0008360533767373236,0.0,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700
GET,GET /api/v1/retrieve/Observation?_id=8858980cc34e3ec9c4546424cbab7c50018e97ab48fb93368f89c815,1,0,12689.001847000327,12689.001847000327,12689.001847000327,12689.001847000327,1549.0,0.0008360533767373236,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,GET /api/v1/retrieve/Observation?_id=8858b88d6830d2d9e9057aa336fef818f46b8895fdae0bdd82841c60,1,0,24746.015908007394,24746.015908007394,24746.015908007394,24746.015908007394,1549.0,0.0008360533767373236,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,GET /api/v1/retrieve/Observation?_id=885db3bdf9c418a5a584554adb734977705ade752a6a265d1db3d79d,1,0,11038.135773997055,11038.135773997055,11038.135773997055,11038.135773997055,1549.0,0.0008360533767373236,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=886034124b8ab8a3ec6ae7236cf73c243d2cd7c6a52395ecaf125677,1,0,9384.763082998688,9384.763082998688,9384.763082998688,9384.763082998688,1549.0,0.0008360533767373236,0.0,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400
GET,GET /api/v1/retrieve/Observation?_id=886cd42336bb94d064289d195cade8b0595218fa0da2849ce1709f07,1,0,32872.295872992254,32872.295872992254,32872.295872992254,32872.295872992254,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=886f3042f28d482b72164c02d422838e2c2914f4833d7cbcbea09a39,1,0,16205.429342997377,16205.429342997377,16205.429342997377,16205.429342997377,1549.0,0.0008360533767373236,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,GET /api/v1/retrieve/Observation?_id=88702f0cee8222cd669a2539b96c27fb1b68d40d58b66931a2283a30,1,1,7373.614034993807,7373.614034993807,7373.614034993807,7373.614034993807,36.0,0.0008360533767373236,0.0008360533767373236,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400,7400
GET,GET /api/v1/retrieve/Observation?_id=8870afa0fd48ee2a982d19927e59a84ff87c338ef2c44310805c7c04,1,0,47699.61555500049,47699.61555500049,47699.61555500049,47699.61555500049,1549.0,0.0008360533767373236,0.0,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
GET,GET /api/v1/retrieve/Observation?_id=889590be8b2b96010760863909efca5bcdd42c1cc88b38b957e9a6d2,1,0,29691.704561992083,29691.704561992083,29691.704561992083,29691.704561992083,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=889c3c47b9879519af49bbcfd73ea23ca49d14219d0fc7bfe573d584,1,0,20083.436319997418,20083.436319997418,20083.436319997418,20083.436319997418,1549.0,0.0008360533767373236,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,GET /api/v1/retrieve/Observation?_id=889ea10a993dc8d35c8201ff863e1035d29295496a86d45fea8654d9,1,0,17278.62896300212,17278.62896300212,17278.62896300212,17278.62896300212,1549.0,0.0008360533767373236,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,GET /api/v1/retrieve/Observation?_id=88a180d1c75fc43a9ee2d5439ba927e3fdc74925073b0e24a2fda8d8,1,0,9505.987245007418,9505.987245007418,9505.987245007418,9505.987245007418,1549.0,0.0008360533767373236,0.0,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500
GET,GET /api/v1/retrieve/Observation?_id=88a306dd6f6e0b99654bada54ac3bd860e4f6660d01201371c6471a5,1,0,25081.295283001964,25081.295283001964,25081.295283001964,25081.295283001964,1549.0,0.0008360533767373236,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,GET /api/v1/retrieve/Observation?_id=88a8887acbbe5edd094337bdd228aa6f7c62743a44ebf3a3bccfa049,1,0,29431.8123760022,29431.8123760022,29431.8123760022,29431.8123760022,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=88ac2b77014e7c12608ddb966a7aa2ec4b878b0a1504cbe811b3b1cf,1,0,28359.2991700134,28359.2991700134,28359.2991700134,28359.2991700134,1549.0,0.0008360533767373236,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,GET /api/v1/retrieve/Observation?_id=88b00c7a4dbcec0d2fed97f96bf267a3b162ea6b4176e6b5a8cb5429,1,0,36727.89916599868,36727.89916599868,36727.89916599868,36727.89916599868,1549.0,0.0008360533767373236,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,GET /api/v1/retrieve/Observation?_id=88b084652347fe0deb78374fd4dd65407a529ea7318b439d55391fb3,1,0,8239.047305993154,8239.047305993154,8239.047305993154,8239.047305993154,1549.0,0.0008360533767373236,0.0,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200,8200
GET,GET /api/v1/retrieve/Observation?_id=88bb981eac3cd9913ffc921b1e447ae93f0dc1b9639b70c0e89f003f,1,0,29615.33001999487,29615.33001999487,29615.33001999487,29615.33001999487,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=88c127c48b9f1ba8eaf39b33bcac06d01e5ac8010b562dab830d1d67,1,0,14561.75428100687,14561.75428100687,14561.75428100687,14561.75428100687,1549.0,0.0008360533767373236,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,GET /api/v1/retrieve/Observation?_id=88c3bf13d40d8f88f0d6f8e29169335540d572cef33b01826d1c03ca,1,0,15570.654053008184,15570.654053008184,15570.654053008184,15570.654053008184,1549.0,0.0008360533767373236,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,GET /api/v1/retrieve/Observation?_id=88c9347cb86ef23aba37c9e3504a74447da830c88c8ed2bae9c06725,1,0,35843.98065500136,35843.98065500136,35843.98065500136,35843.98065500136,1549.0,0.0008360533767373236,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,GET /api/v1/retrieve/Observation?_id=88d33d36f9cf32b297ee7187836ab6c6023ab17bf1289b6e0a52a349,1,0,28421.16860099486,28421.16860099486,28421.16860099486,28421.16860099486,1549.0,0.0008360533767373236,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,GET /api/v1/retrieve/Observation?_id=88d72eaff24b24d9438e425b67e3ad2fdef608971bca2bccb789ba3a,1,0,14475.142732000677,14475.142732000677,14475.142732000677,14475.142732000677,1549.0,0.0008360533767373236,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,GET /api/v1/retrieve/Observation?_id=88d83d1dbd44725d1f2495042c13eb95e076a7e5f54231fdae11cefd,1,0,19091.622299994924,19091.622299994924,19091.622299994924,19091.622299994924,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=88dd037b40aa040d60bbcf982c117dd7ca89e5389b5a6a9aae018397,1,0,32629.75049999659,32629.75049999659,32629.75049999659,32629.75049999659,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=88e59b7416cc3d45c8c467d5bf3871b3219b5e54efaf93375ae7a8c2,1,0,16033.335150990752,16033.335150990752,16033.335150990752,16033.335150990752,1549.0,0.0008360533767373236,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,GET /api/v1/retrieve/Observation?_id=88eb97a20ae5173644e9e0ae5d3acfcdfe23578cc9018893e7932657,1,1,9407.250734002446,9407.250734002446,9407.250734002446,9407.250734002446,36.0,0.0008360533767373236,0.0008360533767373236,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400
GET,GET /api/v1/retrieve/Observation?_id=88ec916220bb86f8b42ab03dcf32d09c0b798ef9e7374ec82503064e,1,0,30469.3536600098,30469.3536600098,30469.3536600098,30469.3536600098,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=88ef12b6d0a02ca659cc9b8b21673a968a9d924dd4c61312a1b8a7ef,1,0,29446.727453992935,29446.727453992935,29446.727453992935,29446.727453992935,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=88f768e4df976865a8a92bf5e572aeed42ea79cbf10c29950fb3b89c,1,0,20887.222543999087,20887.222543999087,20887.222543999087,20887.222543999087,1549.0,0.0008360533767373236,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,GET /api/v1/retrieve/Observation?_id=88fe6aa3cb98cf51cbd4f7444c05d9f979ebdc31589813113daa9c1f,1,1,10763.384980004048,10763.384980004048,10763.384980004048,10763.384980004048,36.0,0.0008360533767373236,0.0008360533767373236,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=88ff6358c43d699618aca9331001c7d78656ae0a2db16235a58f40fe,1,0,39629.830429999856,39629.830429999856,39629.830429999856,39629.830429999856,1549.0,0.0008360533767373236,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,GET /api/v1/retrieve/Observation?_id=88ffc0626654c1933e52766ee15a33a8de32e4c82b34ea92032eb054,1,0,45117.039370001294,45117.039370001294,45117.039370001294,45117.039370001294,1549.0,0.0008360533767373236,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,GET /api/v1/retrieve/Observation?_id=8906a9b83768f7e02c1f7229f39cafa0a3887a8e31d773049bb0600c,1,0,8404.739075005637,8404.739075005637,8404.739075005637,8404.739075005637,1549.0,0.0008360533767373236,0.0,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
GET,GET /api/v1/retrieve/Observation?_id=890c75833fac69e8ab3801c00017769d8395f29ee84fe5de3211b772,1,0,32832.0196489949,32832.0196489949,32832.0196489949,32832.0196489949,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=890ca15c6ce8f78b49197c475a0545a6ddd91ab67a80c722bf686bbb,1,0,9638.841471998603,9638.841471998603,9638.841471998603,9638.841471998603,1549.0,0.0008360533767373236,0.0,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600
GET,GET /api/v1/retrieve/Observation?_id=890cfa2a5684d3b05c270331edb735e51395829be5a35ca3ecc99683,1,0,3751.9651420006994,3751.9651420006994,3751.9651420006994,3751.9651420006994,1549.0,0.0008360533767373236,0.0,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800
GET,GET /api/v1/retrieve/Observation?_id=891386b50f24957c8ba26c4d71f2dd679abb368394fb5dcd22ccfe11,1,0,19433.166925999103,19433.166925999103,19433.166925999103,19433.166925999103,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=8915f62ba414c0437c1abd2aa50b45931c1b40850b4b3966480766a5,1,0,269.0795509988675,269.0795509988675,269.0795509988675,269.0795509988675,1549.0,0.0008360533767373236,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,GET /api/v1/retrieve/Observation?_id=8921a40eb27cc4c545fa0adbfb54f333791bc15de44861ee4850927a,1,0,12719.623901008163,12719.623901008163,12719.623901008163,12719.623901008163,1549.0,0.0008360533767373236,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,GET /api/v1/retrieve/Observation?_id=892f31e483a38745d65fd258bbae251f3c1cb7cdbe9e76db1aa24535,1,0,15696.30185799906,15696.30185799906,15696.30185799906,15696.30185799906,1549.0,0.0008360533767373236,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,GET /api/v1/retrieve/Observation?_id=892faaae99b6e160a7f9d018f2618ea0aa69d622051ad96f59793be6,1,0,19052.01484299323,19052.01484299323,19052.01484299323,19052.01484299323,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=8932c5611d822a38917e949e90a11eeff2b6a00b1f5405b9019e2414,1,0,26054.92756300373,26054.92756300373,26054.92756300373,26054.92756300373,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=8933e9e9ad5e525de5a2da9c397f3eb73d1d750fec797384c23da08b,1,0,30483.090793990414,30483.090793990414,30483.090793990414,30483.090793990414,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=8935c54fd99f98fe1f6903db5f8c3021448b65d27d615641689c014f,1,0,26157.529210991925,26157.529210991925,26157.529210991925,26157.529210991925,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=89370ae15bed38484c1647798ce2f84228754084a05db39c414487d0,1,0,9051.174798994907,9051.174798994907,9051.174798994907,9051.174798994907,1549.0,0.0008360533767373236,0.0,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100
GET,GET /api/v1/retrieve/Observation?_id=893bfb1bd399a4422ddae12284363285d7662aa6cb8f356df271b975,1,0,35044.92215899518,35044.92215899518,35044.92215899518,35044.92215899518,1549.0,0.0008360533767373236,0.0,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,GET /api/v1/retrieve/Observation?_id=893bffc774774105b7ae6f9617b1834717c5b4ecd5595fa9c0f6f941,1,0,8414.1609579965,8414.1609579965,8414.1609579965,8414.1609579965,1549.0,0.0008360533767373236,0.0,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400,8400
GET,GET /api/v1/retrieve/Observation?_id=893e7e1fca775198168b61604d31cf6efd3a735d0d63e6e1fa2e1b43,1,0,41732.57862299215,41732.57862299215,41732.57862299215,41732.57862299215,1549.0,0.0008360533767373236,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,GET /api/v1/retrieve/Observation?_id=894564b7b79a52ee42f39c8d344e8cfbdc498f9b69293e83e369998c,1,0,4474.351761004073,4474.351761004073,4474.351761004073,4474.351761004073,1549.0,0.0008360533767373236,0.0,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
GET,GET /api/v1/retrieve/Observation?_id=894a394c72ae7576a662011396c7475f6ee0c501ee7bef8979946d19,1,0,23498.07487099315,23498.07487099315,23498.07487099315,23498.07487099315,1549.0,0.0008360533767373236,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,GET /api/v1/retrieve/Observation?_id=894a3c27efc92e96c03ee2dd1f077bc5a734d2c7a42a78afab464475,1,0,37477.49846801162,37477.49846801162,37477.49846801162,37477.49846801162,1549.0,0.0008360533767373236,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,GET /api/v1/retrieve/Observation?_id=8950605a3c5160d6214349064b68a742752290c3e4062dbfe4dfe858,1,0,28912.852041990845,28912.852041990845,28912.852041990845,28912.852041990845,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=895156a94e0698de0eaefdc1647acd64c96a92515f47eae8d73f66ae,1,0,38628.45442100661,38628.45442100661,38628.45442100661,38628.45442100661,1549.0,0.0008360533767373236,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,GET /api/v1/retrieve/Observation?_id=8954bd33aa83080842f4c7fb6b0a0a33f565c2b5f05e2da404cbf063,1,0,27557.139055992593,27557.139055992593,27557.139055992593,27557.139055992593,1549.0,0.0008360533767373236,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,GET /api/v1/retrieve/Observation?_id=895c9f78ea4de11a7a0bb1fb07ebf5dbce38306d851be65340542772,1,0,47501.372945000185,47501.372945000185,47501.372945000185,47501.372945000185,1549.0,0.0008360533767373236,0.0,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
GET,GET /api/v1/retrieve/Observation?_id=895fdc35829fb3d03f6853ef0f60bf6508e92123cfb67097544fcdbc,1,0,16893.98188200721,16893.98188200721,16893.98188200721,16893.98188200721,1549.0,0.0008360533767373236,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,GET /api/v1/retrieve/Observation?_id=8971b9595b6e814e86a5df35355c409228d700946e079bd23a10250f,1,0,31932.555899009458,31932.555899009458,31932.555899009458,31932.555899009458,1549.0,0.0008360533767373236,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,GET /api/v1/retrieve/Observation?_id=8973d8bac1fa0e02e075ae5d4177f7f8c5808230f58a14e8da0374ac,1,0,23366.06844900234,23366.06844900234,23366.06844900234,23366.06844900234,1549.0,0.0008360533767373236,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,GET /api/v1/retrieve/Observation?_id=897435e46aaaebd6c6b122dd13ebbe79cdb53b2934cd00a883043b85,1,0,36707.301350004855,36707.301350004855,36707.301350004855,36707.301350004855,1549.0,0.0008360533767373236,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,GET /api/v1/retrieve/Observation?_id=8983697011baa5c5308696bfbee12b15cc597d16ab478ceb2cbd0470,1,0,19191.782123001758,19191.782123001758,19191.782123001758,19191.782123001758,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=8985c651b0ebd55cd1bc9901186c631c25749f24ec6283b3a47966d9,1,0,35423.529744002735,35423.529744002735,35423.529744002735,35423.529744002735,1549.0,0.0008360533767373236,0.0,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,GET /api/v1/retrieve/Observation?_id=8985d5b6add24bb92f81639c727236941bc02e8b1f1d84947c9303c5,1,0,35685.59578999702,35685.59578999702,35685.59578999702,35685.59578999702,1549.0,0.0008360533767373236,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,GET /api/v1/retrieve/Observation?_id=8988945942f210a6ef0d61c493cfa8e03be095a133d52f4e217ce3a4,1,0,9402.818055998068,9402.818055998068,9402.818055998068,9402.818055998068,1549.0,0.0008360533767373236,0.0,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400
GET,GET /api/v1/retrieve/Observation?_id=8995f57dcf7a380bd94ca1786dd528df2363b9d8ff414ede81894f40,1,0,39214.07823100162,39214.07823100162,39214.07823100162,39214.07823100162,1549.0,0.0008360533767373236,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,GET /api/v1/retrieve/Observation?_id=899d5a6edebfb40a6703494f29881c8e0ca585cc4b1cb13dface1dcd,1,0,9294.492986999103,9294.492986999103,9294.492986999103,9294.492986999103,1549.0,0.0008360533767373236,0.0,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300
GET,GET /api/v1/retrieve/Observation?_id=89a9c2bf4c1b6c3b7f99fe80a7ca2191f128fce5a63b5dbe5c5f6b80,1,0,28658.5519950022,28658.5519950022,28658.5519950022,28658.5519950022,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=89aa63d9a250bd7e52775a7d810ccf10dfcc3edaa1e310f67dbc4145,1,0,8855.384860988124,8855.384860988124,8855.384860988124,8855.384860988124,1549.0,0.0008360533767373236,0.0,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900
GET,GET /api/v1/retrieve/Observation?_id=89accd2c624c408d1c96dd0952bab1423313d92ed9bef630d41cafe1,1,0,25567.111960001057,25567.111960001057,25567.111960001057,25567.111960001057,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=89b1a11f44625135518363359dd8ff298b01c1464a8464756abbb0d5,1,0,24854.912772003445,24854.912772003445,24854.912772003445,24854.912772003445,1549.0,0.0008360533767373236,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,GET /api/v1/retrieve/Observation?_id=89b2c782d997ca451161ef2d803560c4c726fe0e0e99dbc43da78703,1,0,25372.63013901247,25372.63013901247,25372.63013901247,25372.63013901247,1549.0,0.0008360533767373236,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,GET /api/v1/retrieve/Observation?_id=89bc79322fe822853dd572e3921e1606e2bf7e7364a457890dcfa3e8,1,0,5308.738945997902,5308.738945997902,5308.738945997902,5308.738945997902,1549.0,0.0008360533767373236,0.0,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300
GET,GET /api/v1/retrieve/Observation?_id=89be7285f557a0f557c7778d7d210a471788724bd2ce6a9289d78193,1,0,32574.348981986986,32574.348981986986,32574.348981986986,32574.348981986986,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=89bf4db87a8c69bfc1373c5bc4a6e5d4125c442d7108e789343850a8,1,0,40128.133481994155,40128.133481994155,40128.133481994155,40128.133481994155,1549.0,0.0008360533767373236,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,GET /api/v1/retrieve/Observation?_id=89c11793d69dcfd2cb62d3a5f3baaa23c9ffd2d379f6cbe20fa0db95,1,0,133.71548500435892,133.71548500435892,133.71548500435892,133.71548500435892,1549.0,0.0008360533767373236,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,GET /api/v1/retrieve/Observation?_id=89c725a4b04d2cff73c491a07a85c09f8b240f14568ff7f7f19f56cf,1,0,12383.543693998945,12383.543693998945,12383.543693998945,12383.543693998945,1549.0,0.0008360533767373236,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,GET /api/v1/retrieve/Observation?_id=89ca74052d673916807087997ee37cdf8c6be73a60e20ff828b06fe7,1,0,6817.746293003438,6817.746293003438,6817.746293003438,6817.746293003438,1549.0,0.0008360533767373236,0.0,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800
GET,GET /api/v1/retrieve/Observation?_id=89ceb0fd92109119930c51ad9c7ee00e5d3ebfaf478cb425bd44220b,1,0,402.1812880091602,402.1812880091602,402.1812880091602,402.1812880091602,1549.0,0.0008360533767373236,0.0,400,400,400,400,400,400,400,400,400,400,400
GET,GET /api/v1/retrieve/Observation?_id=89dd8ca377196b62940d35a54a3d026eeab0e855ebe77636463331a8,1,0,23549.05874899123,23549.05874899123,23549.05874899123,23549.05874899123,1549.0,0.0008360533767373236,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,GET /api/v1/retrieve/Observation?_id=89e04fd553280fd7ad4e5120bbed4aa75f322bdd22e48b73f198bc1c,1,0,32707.932164004887,32707.932164004887,32707.932164004887,32707.932164004887,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=89e088cba878fcc91984154b1c05491af2e1cb80274a5abc992fe53e,1,0,10787.089502002345,10787.089502002345,10787.089502002345,10787.089502002345,1549.0,0.0008360533767373236,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=89e5f6ae601860105971cc5ddf3cc2a09a0558564b3202633cbfdb7d,1,0,349.61478399054613,349.61478399054613,349.61478399054613,349.61478399054613,1549.0,0.0008360533767373236,0.0,350,350,350,350,350,350,350,350,350,350,350
GET,GET /api/v1/retrieve/Observation?_id=89ee491a0fafba282a1a134b654358c363b7fb0be2f7299c933ad6a8,1,0,27483.650480993674,27483.650480993674,27483.650480993674,27483.650480993674,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=89f7b591c64e84a8a99b8bc33e27bff129819dd29eb60056f8d788fa,1,0,16867.74794200028,16867.74794200028,16867.74794200028,16867.74794200028,1549.0,0.0008360533767373236,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,GET /api/v1/retrieve/Observation?_id=89f96172c2509d0048fb724029cd6faa55fab3c11aea211cab45a51f,1,0,10958.917937998194,10958.917937998194,10958.917937998194,10958.917937998194,1549.0,0.0008360533767373236,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=89fb7740968d3a1f7b57bc09ba2755dfdbf14f0780eb2fbf2553dd6f,1,0,27294.811669999035,27294.811669999035,27294.811669999035,27294.811669999035,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=8a02b529129a403627b6b338c4f576613839c98d2bc0a51f0775b7ce,1,0,9537.076480992255,9537.076480992255,9537.076480992255,9537.076480992255,1549.0,0.0008360533767373236,0.0,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500
GET,GET /api/v1/retrieve/Observation?_id=8a049cb592adac31cb5a32f6440f5faeeeb3101c785335f162f0df7f,1,0,27680.183235992445,27680.183235992445,27680.183235992445,27680.183235992445,1549.0,0.0008360533767373236,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
GET,GET /api/v1/retrieve/Observation?_id=8a075a1eceba256836514bc1d556fe91fd488a201005bf59588194ae,1,0,9020.446590002393,9020.446590002393,9020.446590002393,9020.446590002393,1549.0,0.0008360533767373236,0.0,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
GET,GET /api/v1/retrieve/Observation?_id=8a0e787dd857c8ac0ef7c62bb37d062b5b88e1e24f9188f495705377,1,0,1355.268293991685,1355.268293991685,1355.268293991685,1355.268293991685,1549.0,0.0008360533767373236,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,GET /api/v1/retrieve/Observation?_id=8a0edb685ed39d86871a6dfb9cdd83e39086a814117ca6e0c2e0d60a,1,1,10876.087117008865,10876.087117008865,10876.087117008865,10876.087117008865,36.0,0.0008360533767373236,0.0008360533767373236,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=8a1c11cd874d218b0c6f0be0b12268152127ea432f1ae31d374eefab,1,0,34245.738020996214,34245.738020996214,34245.738020996214,34245.738020996214,1549.0,0.0008360533767373236,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
