Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/retrieve/Observation?_id=2d42641e1de808b041597d82f1a1e9079ab616cefb5f22517be5ef2a,1,0,45083.50488799624,45083.50488799624,45083.50488799624,45083.50488799624,1549.0,0.0008360533767373236,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,GET /api/v1/retrieve/Observation?_id=2d42e70f7239fe710cda483e1617cd2826979b49116d6b346438a363,1,0,16789.827899992815,16789.827899992815,16789.827899992815,16789.827899992815,1549.0,0.0008360533767373236,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,GET /api/v1/retrieve/Observation?_id=2d440c65abd867cbc04571e2b0fc174ea06eb1d418f640e0f3a7b1aa,1,0,9641.10926700232,9641.10926700232,9641.10926700232,9641.10926700232,1549.0,0.0008360533767373236,0.0,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600
GET,GET /api/v1/retrieve/Observation?_id=2d4ff66c4599767fc2b818687868ea8f97dfbe70a044a19d44f1df62,1,0,25501.46743300138,25501.46743300138,25501.46743300138,25501.46743300138,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=2d528f900b9cdd56e0189c63b961e4f14ffaf24f19c1f133caf99489,1,0,40047.3411980056,40047.3411980056,40047.3411980056,40047.3411980056,1549.0,0.0008360533767373236,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,GET /api/v1/retrieve/Observation?_id=2d589379eb57fd6c282f22db504ea4fdf244158eaace3910e6ec1501,1,0,20855.22341199976,20855.22341199976,20855.22341199976,20855.22341199976,1549.0,0.0008360533767373236,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,GET /api/v1/retrieve/Observation?_id=2d59f389ed75dd992c16ef3174a79e8050382c44d401b8fdc7f7d3e1,1,0,34328.49932998943,34328.49932998943,34328.49932998943,34328.49932998943,1549.0,0.0008360533767373236,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,GET /api/v1/retrieve/Observation?_id=2d5f7826cd080feae140d5b0a6b0b9c6187182e7480f5bbc767ad285,1,0,45099.989243011805,45099.989243011805,45099.989243011805,45099.989243011805,1549.0,0.0008360533767373236,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,GET /api/v1/retrieve/Observation?_id=2d64c8aaae9819ead6526fd4d2248ad6a295d4493fa784f689b1ba38,1,0,31604.196475003846,31604.196475003846,31604.196475003846,31604.196475003846,1549.0,0.0008360533767373236,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,GET /api/v1/retrieve/Observation?_id=2d6ba70f00eb88e6771c0753fbe7c26d8b5fd573a9371711628f7d5f,1,0,22423.75573600293,22423.75573600293,22423.75573600293,22423.75573600293,1549.0,0.0008360533767373236,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,GET /api/v1/retrieve/Observation?_id=2d6d6486939fdc4bc64821b9510ae850bf7c88fda0fdd5cfdf006806,1,0,14725.40005799965,14725.40005799965,14725.40005799965,14725.40005799965,1549.0,0.0008360533767373236,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,GET /api/v1/retrieve/Observation?_id=2d6db51f2507c87041ddd5790c24b0bc0b985a3944d3dfc493c70752,1,0,10654.287604993442,10654.287604993442,10654.287604993442,10654.287604993442,1549.0,0.0008360533767373236,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=2d7b8774abcc22469ab44176ea2bfa089e6f974ae00b5d4344fba20c,1,0,34935.39414800762,34935.39414800762,34935.39414800762,34935.39414800762,1549.0,0.0008360533767373236,0.0,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,GET /api/v1/retrieve/Observation?_id=2d7caa83af6a6439609047003fa60d69bb033a971bb18df277406615,1,0,14175.493725007982,14175.493725007982,14175.493725007982,14175.493725007982,1549.0,0.0008360533767373236,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,GET /api/v1/retrieve/Observation?_id=2d7e9f3ad50a54f6af9f2afc759f2e0923aace745e097655e969bb56,1,0,2366.9546490127686,2366.9546490127686,2366.9546490127686,2366.9546490127686,1549.0,0.0008360533767373236,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
GET,GET /api/v1/retrieve/Observation?_id=2d877438df57df7f752c426ae67d52bac4d6b4ccd4133692db551c44,1,0,30452.597427996807,30452.597427996807,30452.597427996807,30452.597427996807,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=2d8a51ec6580a1b9e9bbddeedbd00098b9df478b4cc9e6ecd62ef9be,1,0,34302.050358994165,34302.050358994165,34302.050358994165,34302.050358994165,1549.0,0.0008360533767373236,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,GET /api/v1/retrieve/Observation?_id=2d8df39a041d7a2d4f9dec0e2bc37e0a9cd1fe75327eff0765deeacb,1,0,32567.966924005304,32567.966924005304,32567.966924005304,32567.966924005304,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=2d8f42ae207bd3b3794203c5dafaf55258dd7c794ae77bf28decbe03,1,0,26316.238287006854,26316.238287006854,26316.238287006854,26316.238287006854,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=2d92f9af50723d3bf36a8d1f876d187d8c1c7a1e1148bfed21f86b79,1,0,3854.2185889964458,3854.2185889964458,3854.2185889964458,3854.2185889964458,1549.0,0.0008360533767373236,0.0,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
GET,GET /api/v1/retrieve/Observation?_id=2d9e16fa2ea3e04628440e5b10e492df8315388a085757e67b04599b,1,0,29193.877647005138,29193.877647005138,29193.877647005138,29193.877647005138,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=2d9eef93ebdb2d1ef117724f6559a56d548e4f4a956d4e027c635aca,1,0,45221.98988900345,45221.98988900345,45221.98988900345,45221.98988900345,1549.0,0.0008360533767373236,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,GET /api/v1/retrieve/Observation?_id=2d9f9da36bae435ccd4c716b8b08147362b4bbe5545796c63ef15934,1,0,47578.88290399569,47578.88290399569,47578.88290399569,47578.88290399569,1549.0,0.0008360533767373236,0.0,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
GET,GET /api/v1/retrieve/Observation?_id=2db49723eeadf9aedfbc9e0d9303d9433964bf3322918b94a8af47d8,1,0,30401.592437003274,30401.592437003274,30401.592437003274,30401.592437003274,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=2dbcc23adeb39bc7f16acece1c104b79a533798c7f7aa30fd8397a5c,1,0,29415.7361240068,29415.7361240068,29415.7361240068,29415.7361240068,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=2dc1f6f3411d409f3fc4364b2edd15b119cf7130518176aaa08cd59f,1,0,30504.445678991033,30504.445678991033,30504.445678991033,30504.445678991033,1549.0,0.0008360533767373236,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
GET,GET /api/v1/retrieve/Observation?_id=2dc8ca7d05f077954acef62371c56fc83d51c2ddbbb4776b7d0b8df9,1,0,19283.88956100389,19283.88956100389,19283.88956100389,19283.88956100389,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=2dc8f01a818d7a07299a923515d65dcef92db76438f2178b35c2339e,1,0,3747.2499959985726,3747.2499959985726,3747.2499959985726,3747.2499959985726,1549.0,0.0008360533767373236,0.0,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
GET,GET /api/v1/retrieve/Observation?_id=2dcb095582c06ff24f761d0d4e84c048231f7d8a084f06eb40aad4c0,1,0,39541.086077006184,39541.086077006184,39541.086077006184,39541.086077006184,1549.0,0.0008360533767373236,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,GET /api/v1/retrieve/Observation?_id=2dd0147610a4f1626764d8e65a47ce563edd10f0b2b21262d6307210,1,1,9205.547551988275,9205.547551988275,9205.547551988275,9205.547551988275,36.0,0.0008360533767373236,0.0008360533767373236,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200
GET,GET /api/v1/retrieve/Observation?_id=2dd027d29a39f8133223d9e25e453fd70e622c90e14268c193498409,1,0,1739.3686760042328,1739.3686760042328,1739.3686760042328,1739.3686760042328,1549.0,0.0008360533767373236,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,GET /api/v1/retrieve/Observation?_id=2dd12cc18b2a973870bb7e412629f7c0bd9dd710b7a073eae3b3c20e,1,1,9368.628983007511,9368.628983007511,9368.628983007511,9368.628983007511,36.0,0.0008360533767373236,0.0008360533767373236,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400,9400
GET,GET /api/v1/retrieve/Observation?_id=2dd5781d85fe8795c08feca502240984a43cf70b7f292eb962087429,1,0,25266.95920700149,25266.95920700149,25266.95920700149,25266.95920700149,1549.0,0.0008360533767373236,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,GET /api/v1/retrieve/Observation?_id=2dd7f32cde3f1196cc6d16a9a715dc4c167dfb6b4b4f8f3a3d5228f6,1,0,27449.024473011377,27449.024473011377,27449.024473011377,27449.024473011377,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=2ddfa326ddff10f22ad8dcf9bdf11e54edd4ce977d903b5ca358066f,1,0,5864.720302997739,5864.720302997739,5864.720302997739,5864.720302997739,1549.0,0.0008360533767373236,0.0,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
GET,GET /api/v1/retrieve/Observation?_id=2de7b559cbc8952308b199ef02756ff343fabd1ad21623df41967389,1,0,1408.0330940050771,1408.0330940050771,1408.0330940050771,1408.0330940050771,1549.0,0.0008360533767373236,0.0,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
GET,GET /api/v1/retrieve/Observation?_id=2df6b51bae00eb51d5830f0e878b9504e8d8aae7eb01e84479d1d3bf,1,0,19422.495733000687,19422.495733000687,19422.495733000687,19422.495733000687,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=2dfcabc6aa67d6691a71ed873b086283de294d92c6a1921fb9b6f840,1,0,16669.54477400577,16669.54477400577,16669.54477400577,16669.54477400577,1549.0,0.0008360533767373236,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,GET /api/v1/retrieve/Observation?_id=2dfe455b05340b72312e97dc29d9198052f666c1f51c9ac5fcb9c8ca,1,0,22762.12540898996,22762.12540898996,22762.12540898996,22762.12540898996,1549.0,0.0008360533767373236,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,GET /api/v1/retrieve/Observation?_id=2e06c8ec77bea6a8365aa165fe228c68b298f74de69b88fcbeff7e3d,1,0,27304.974986996967,27304.974986996967,27304.974986996967,27304.974986996967,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=2e074603c712454489a29d847f2656859f00818e4875bbed83325559,1,0,31708.616103001987,31708.616103001987,31708.616103001987,31708.616103001987,1549.0,0.0008360533767373236,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,GET /api/v1/retrieve/Observation?_id=2e09cd74e8cd9e78c8d5b65e91552f2a4ce9ad73e7d9bdbc060262b1,1,0,31480.83389000385,31480.83389000385,31480.83389000385,31480.83389000385,1549.0,0.0008360533767373236,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
GET,GET /api/v1/retrieve/Observation?_id=2e0deecabe34fd3931eccf128b2841a990deffad2d93f6afc91d6d2e,1,0,30524.291415000334,30524.291415000334,30524.291415000334,30524.291415000334,1549.0,0.0008360533767373236,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
GET,GET /api/v1/retrieve/Observation?_id=2e192569cbc7033fc0da8803e1c2d3a37fb1bb019926f46623eca83d,1,0,36770.82812099252,36770.82812099252,36770.82812099252,36770.82812099252,1549.0,0.0008360533767373236,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,GET /api/v1/retrieve/Observation?_id=2e1d7265b7abe94216d019a00af0568a20e6060e9ee750522792e762,1,0,31903.39519000554,31903.39519000554,31903.39519000554,31903.39519000554,1549.0,0.0008360533767373236,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,GET /api/v1/retrieve/Observation?_id=2e2003c00bc3cfad35a4505970a5e74e0f84708fe4808ea3db9df252,1,0,27293.41627001122,27293.41627001122,27293.41627001122,27293.41627001122,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=2e227dbcce0c019a12b7fe3e8dc860ff2a4c14ef9ef6cf8fd3e9c4c3,1,0,25700.046063997434,25700.046063997434,25700.046063997434,25700.046063997434,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=2e291ccfb3a5b50c33310f6f666de9072eafafbff64686d67364db73,1,0,5400.486632992397,5400.486632992397,5400.486632992397,5400.486632992397,1549.0,0.0008360533767373236,0.0,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400
GET,GET /api/v1/retrieve/Observation?_id=2e2e0a0213df7a7569f8928ef8287301a1ed37619b971f4b017caea3,1,0,18676.428352002404,18676.428352002404,18676.428352002404,18676.428352002404,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=2e33b254e67ebe9ff74386e10c1c7b1e3173a9a751d2e3e6279d4889,1,0,17276.4071040001,17276.4071040001,17276.4071040001,17276.4071040001,1549.0,0.0008360533767373236,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,GET /api/v1/retrieve/Observation?_id=2e3400bdcdaf785a9a14acb262750a085c66e775de8c24dd5eeab039,1,0,8598.848347988678,8598.848347988678,8598.848347988678,8598.848347988678,1549.0,0.0008360533767373236,0.0,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600
GET,GET /api/v1/retrieve/Observation?_id=2e35b5649407531fea9f132edeebcebd81094196689dc645fa3226fc,1,0,19481.010614006664,19481.010614006664,19481.010614006664,19481.010614006664,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=2e3d52a47c7bcff3faada12911dc83f81db962b125615cff27756318,1,0,21336.494462011615,21336.494462011615,21336.494462011615,21336.494462011615,1549.0,0.0008360533767373236,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,GET /api/v1/retrieve/Observation?_id=2e3dbc02c12b8a8d3e752c97cd1a5040fe5ebaf578b29c06509cb3f9,1,0,37490.34103300073,37490.34103300073,37490.34103300073,37490.34103300073,1549.0,0.0008360533767373236,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,GET /api/v1/retrieve/Observation?_id=2e4352d83612e20111d0b88fa206812a772b8d9f2ce661f796187f9e,1,0,39461.47248800844,39461.47248800844,39461.47248800844,39461.47248800844,1549.0,0.0008360533767373236,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,GET /api/v1/retrieve/Observation?_id=2e46f2ab52aeecfcc8b74380ff2776a1661de90f88be167c9afa02f5,1,0,19087.526970994077,19087.526970994077,19087.526970994077,19087.526970994077,1549.0,0.0008360533767373236,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,GET /api/v1/retrieve/Observation?_id=2e491e6ccc853b7948da6be5773c5ff4a68021b193537ad8353770c1,1,1,10820.023405001848,10820.023405001848,10820.023405001848,10820.023405001848,36.0,0.0008360533767373236,0.0008360533767373236,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,GET /api/v1/retrieve/Observation?_id=2e4ec8fb42439715ee5d8d1206a8dac99ba1b407de3c0c7d13ad4f2d,1,0,30508.23441700777,30508.23441700777,30508.23441700777,30508.23441700777,1549.0,0.0008360533767373236,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
GET,GET /api/v1/retrieve/Observation?_id=2e517fe0de474d2f14f7af3bde3690feed3dfdeb55c048203255b112,1,0,12699.87849300378,12699.87849300378,12699.87849300378,12699.87849300378,1549.0,0.0008360533767373236,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,GET /api/v1/retrieve/Observation?_id=2e53ea369e1f89fd1f00793348ee4cd94b1dc528106658cbbe2ef144,1,0,29561.32690398954,29561.32690398954,29561.32690398954,29561.32690398954,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=2e54c3f9aed592a41bfb3a86739a1414d83558794e5acfadf9023ad4,1,0,23670.09315598989,23670.09315598989,23670.09315598989,23670.09315598989,1549.0,0.0008360533767373236,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,GET /api/v1/retrieve/Observation?_id=2e558f020c3af13541b1852ed113e80799249e76ae685e94ee810de7,1,0,4373.357807009597,4373.357807009597,4373.357807009597,4373.357807009597,1549.0,0.0008360533767373236,0.0,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
GET,GET /api/v1/retrieve/Observation?_id=2e5ea97cd8858a7dcf6a159669e0bad9ab6ef020bb3a51f7d98b5755,1,0,28723.868275003042,28723.868275003042,28723.868275003042,28723.868275003042,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=2e60dbe536afc681a734824ae931830720e86cc78f33647d660df7f2,1,0,4653.366054000799,4653.366054000799,4653.366054000799,4653.366054000799,1549.0,0.0008360533767373236,0.0,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700,4700
GET,GET /api/v1/retrieve/Observation?_id=2e65fe644f4c06b586cda86fa2c8d26c1326aae5f41d700f7f65d73f,1,0,14041.144794013235,14041.144794013235,14041.144794013235,14041.144794013235,1549.0,0.0008360533767373236,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,GET /api/v1/retrieve/Observation?_id=2e798604cf773614c82ab4873355e64bf1dac7e65c0910cf37bb2bd5,1,0,40097.23958998802,40097.23958998802,40097.23958998802,40097.23958998802,1549.0,0.0008360533767373236,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,GET /api/v1/retrieve/Observation?_id=2e7f26f989abe914666fc5e595619c394d7e15f9a5546c9ee5ddc37d,1,0,26568.617594006355,26568.617594006355,26568.617594006355,26568.617594006355,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=2e7f9d8fedf0c6775cd69bdc587885bb6e5c48bbc1fc4a2eacd07733,1,0,28815.829826999106,28815.829826999106,28815.829826999106,28815.829826999106,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=2e803daf6055d51bff347bd320a9b3ac7323a06919fef44bee2714ff,1,0,12153.100165000069,12153.100165000069,12153.100165000069,12153.100165000069,1549.0,0.0008360533767373236,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,GET /api/v1/retrieve/Observation?_id=2e86f9562f8c64323947b7a3bb9a3e9e805e63222b897976b159c00c,1,0,27475.20041601092,27475.20041601092,27475.20041601092,27475.20041601092,1549.0,0.0008360533767373236,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,GET /api/v1/retrieve/Observation?_id=2e8a2e6a994838edbc4946565eba6296470eb062776f564e84fdc0db,1,0,32619.47489400336,32619.47489400336,32619.47489400336,32619.47489400336,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=2e8b9e21014db7feb05c1f535f6189ce35782f2c7a709d81b6b17a1e,1,0,119.89094599266537,119.89094599266537,119.89094599266537,119.89094599266537,1549.0,0.0008360533767373236,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,GET /api/v1/retrieve/Observation?_id=2e967a973d24183150259d5b9faac0dc1281346887ef5bc470735cd2,1,0,15577.370767001412,15577.370767001412,15577.370767001412,15577.370767001412,1549.0,0.0008360533767373236,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,GET /api/v1/retrieve/Observation?_id=2e9a0b0c0514be0314d81639ad1ffbe1caf8915a3fa13609386ba1c6,1,0,1880.6326350022573,1880.6326350022573,1880.6326350022573,1880.6326350022573,1549.0,0.0008360533767373236,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,GET /api/v1/retrieve/Observation?_id=2e9ab8c2e7ad75f35e1dbf9ccfec925079fdceacc0181f2c2a550c2d,1,0,22006.720974008203,22006.720974008203,22006.720974008203,22006.720974008203,1549.0,0.0008360533767373236,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,GET /api/v1/retrieve/Observation?_id=2ea65cf9ca13515d364cbc098252352605fb1fc5f724d00b73076dfd,1,0,20736.482359003276,20736.482359003276,20736.482359003276,20736.482359003276,1549.0,0.0008360533767373236,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,GET /api/v1/retrieve/Observation?_id=2ea92197c33a0194e743cd9ccd3f71440dc9d7aba3b34beae27812f5,1,0,12505.52417599829,12505.52417599829,12505.52417599829,12505.52417599829,1549.0,0.0008360533767373236,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,GET /api/v1/retrieve/Observation?_id=2eab4eefe26ae04cf5acbae7eb5a920b2ce1485a961c0206d2c4691f,1,0,28864.7471209988,28864.7471209988,28864.7471209988,28864.7471209988,1549.0,0.0008360533767373236,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,GET /api/v1/retrieve/Observation?_id=2eb388f8333cc502546f5f6504fab0e60987d58cdc76a27b33835142,1,0,30461.033247993328,30461.033247993328,30461.033247993328,30461.033247993328,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=2ebcff82fa5ba4b1cb5cb57e633ae2bdb2ac9b782a2fc5a4484d0a30,1,0,361.2129319953965,361.2129319953965,361.2129319953965,361.2129319953965,1549.0,0.0008360533767373236,0.0,360,360,360,360,360,360,360,360,360,360,360
GET,GET /api/v1/retrieve/Observation?_id=2ec233c4b6e0dbf1fb6060fd9de51b2e17670b1cf4beee37b6f87719,1,0,15550.504090992035,15550.504090992035,15550.504090992035,15550.504090992035,1549.0,0.0008360533767373236,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,GET /api/v1/retrieve/Observation?_id=2ec387ee3621d864a5455b419fde135fd0229e6ea16d0b9f1e5f1569,1,0,11856.712688997504,11856.712688997504,11856.712688997504,11856.712688997504,1549.0,0.0008360533767373236,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,GET /api/v1/retrieve/Observation?_id=2ec4c9413662a9231ed5d55b53bf200cf4265558ea46835fbb379d5b,1,0,32589.586142988992,32589.586142988992,32589.586142988992,32589.586142988992,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=2ec644e8d4cbadc87981c97ccbbef59d68dc34509e6dd337f507c07f,1,0,25501.20594499458,25501.20594499458,25501.20594499458,25501.20594499458,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=2ecb38ccc9d30eb75a42ac5d69d502f528938e01362415c50801205a,1,0,29587.247507006396,29587.247507006396,29587.247507006396,29587.247507006396,1549.0,0.0008360533767373236,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /api/v1/retrieve/Observation?_id=2ecba8dde3b1ebc3cb4dc5e59832bbc184179868c2d8276a8c2dc89f,1,0,32660.54676499334,32660.54676499334,32660.54676499334,32660.54676499334,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=2ede639216340eb6d5e9c1e1eccfab552d45232b0c5bd6215ddd0fa0,1,0,39228.033963998314,39228.033963998314,39228.033963998314,39228.033963998314,1549.0,0.0008360533767373236,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,GET /api/v1/retrieve/Observation?_id=2eea0302652e7ca2af6e50623cc058f9667d1ad0b438e567c732cf41,1,0,32648.120803991333,32648.120803991333,32648.120803991333,32648.120803991333,1549.0,0.0008360533767373236,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,GET /api/v1/retrieve/Observation?_id=2eeec1cef692db2adf8160876f0d3baf889c3757be45e3d698a91d6f,1,0,31262.328078999417,31262.328078999417,31262.328078999417,31262.328078999417,1549.0,0.0008360533767373236,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
GET,GET /api/v1/retrieve/Observation?_id=2ef9ef23d97f132e426a08da3b925f0a9c2c502da21fd3cc2770f130,1,0,25676.92949200864,25676.92949200864,25676.92949200864,25676.92949200864,1549.0,0.0008360533767373236,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,GET /api/v1/retrieve/Observation?_id=2f0212d802012929b72c08866439777d4fed7b3a67209c3f0a55a6d7,1,0,4475.137375004124,4475.137375004124,4475.137375004124,4475.137375004124,1549.0,0.0008360533767373236,0.0,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
GET,GET /api/v1/retrieve/Observation?_id=2f0cc1eac04547c1da8b41ebb4ea4b5bd532214972ec714ff4a09b22,1,0,37448.84033300332,37448.84033300332,37448.84033300332,37448.84033300332,1549.0,0.0008360533767373236,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
