Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /api/v1/convert,149316,608,24,27.296660736789445,1.8482079030945897,1064.3589140381664,14464.503067320315,124.53745258205214,0.5071042029647707,24,28,32,34,43,53,65,76,440,760,1100
,Aggregated,149316,608,24,27.296660736789445,1.8482079030945897,1064.3589140381664,14464.503067320315,124.53745258205214,0.5071042029647707,24,28,32,34,43,53,65,76,440,760,1100
